gene_id,start,end,seqnames,strand
ENSG00000147996.16,65675894,65734041,chr9,+
ENSG00000165819.11,21498146,21511375,chr14,-
ENSG00000143119.12,110873154,110899928,chr1,+
ENSG00000185404.16,230327184,230361658,chr2,+
ENSG00000087470.17,32679287,32744725,chr12,+
ENSG00000102900.12,56730129,56844769,chr16,+
ENSG00000100968.13,24368186,24377728,chr14,+
ENSG00000198034.10,72272603,72277300,chrX,-
ENSG00000162616.8,77979175,78017318,chr1,+
ENSG00000184162.14,19201416,19203424,chr19,-
ENSG00000170502.12,87422594,87458345,chr4,+
ENSG00000095794.19,35195902,35212125,chr10,+
ENSG00000108559.11,5386102,5419640,chr17,-
chr22:43812000,43812338,43815778,chr22,+
ENSG00000168066.20,64764606,64778507,chr11,-
ENSG00000175426.10,96421834,96433280,chr5,-
ENSG00000271147.7,102599520,102641724,chrX,+
ENSG00000109572.13,169620529,169721210,chr4,+
ENSG00000106976.20,128203379,128248177,chr9,+
ENSG00000163466.15,218217181,218254348,chr2,+
ENSG00000247809.7,96268772,96327357,chr15,-
chr8:43056000,43056308,43057974,chr8,+
chr19:11089000,11089463,11091414,chr19,+
ENSG00000173264.14,64284880,64289500,chr11,+
ENSG00000086200.16,62412767,62505871,chr5,+
ENSG00000089009.15,112405190,112409635,chr12,-
ENSG00000146733.13,56011051,56034172,chr7,-
ENSG00000000971.15,196652045,196747504,chr1,+
ENSG00000047849.21,47850696,47909267,chr3,-
ENSG00000205220.11,67934506,67935795,chr16,-
ENSG00000108344.14,39980797,39997960,chr17,+
ENSG00000175387.15,47845184,47930837,chr18,-
ENSG00000076706.16,119308529,119317129,chr11,-
ENSG00000162511.7,30732469,30757757,chr1,-
ENSG00000175581.13,73787872,73864607,chr11,+
ENSG00000121680.15,45910174,45918080,chr11,-
ENSG00000153975.9,116635618,116668794,chr6,-
ENSG00000126012.11,53191321,53225194,chrX,-
ENSG00000171557.16,154604134,154612659,chr4,-
ENSG00000132912.12,150708748,150759035,chr5,-
ENSG00000151552.11,17460658,17512086,chr4,-
ENSG00000066654.13,20735375,20741803,chr16,-
ENSG00000185158.12,32007974,32053504,chr17,+
ENSG00000120899.17,27311482,27459386,chr8,+
ENSG00000117480.15,46394329,46413848,chr1,+
ENSG00000144061.12,110123588,110205042,chr2,-
ENSG00000242221.8,43064211,43082668,chr19,-
ENSG00000165806.19,113679162,113730896,chr10,+
ENSG00000172824.14,67000552,67005920,chr16,+
ENSG00000162148.10,61430056,61490931,chr11,+
ENSG00000149925.17,30064185,30070380,chr16,+
ENSG00000006757.11,7900660,7927443,chrX,-
ENSG00000117475.13,169368237,169396540,chr1,+
ENSG00000182636.5,23685682,23687331,chr15,-
ENSG00000137691.12,102047443,102083419,chr11,+
ENSG00000162813.17,220057482,220089853,chr1,-
ENSG00000080618.13,46053186,46105076,chr13,-
ENSG00000261644.2,50736379,50742759,chr16,-
ENSG00000186104.10,14878009,14891651,chr11,-
ENSG00000243156.7,17790229,18001501,chr22,-
ENSG00000011198.7,43690951,43718798,chr3,+
ENSG00000180879.13,153794659,153798497,chrX,+
ENSG00000107242.17,68705700,68877124,chr9,+
ENSG00000151465.13,12196196,12250589,chr10,+
ENSG00000066827.15,134477792,134511082,chr8,-
ENSG00000182923.16,134486027,134565028,chr3,+
chr15:84599000,84599434,84601004,chr15,-
ENSG00000135596.17,109446320,109455987,chr6,-
chr12:7189000,7189707,7190811,chr12,+
ENSG00000165240.18,77910702,78047595,chrX,+
ENSG00000060971.17,38122716,38137137,chr3,-
ENSG00000159761.14,67666765,67668757,chr16,+
ENSG00000128928.8,40405795,40421299,chr15,+
ENSG00000283352.1,57946083,57961424,chr6,-
ENSG00000168878.16,85658255,85668203,chr2,-
ENSG00000105383.14,51225098,51240015,chr19,+
ENSG00000084090.13,96184859,96208825,chr2,-
ENSG00000119979.16,119104086,119137984,chr10,+
ENSG00000180098.9,28553085,28577744,chr1,+
ENSG00000033050.7,151223085,151227230,chr7,-
ENSG00000151914.19,56458968,56473990,chr6,-
ENSG00000013441.15,200853081,200864662,chr2,-
ENSG00000170175.10,7445108,7457707,chr17,+
ENSG00000173950.15,195068601,195209866,chr3,-
ENSG00000050426.15,51048327,51060424,chr12,+
ENSG00000071127.16,10074480,10116727,chr4,-
ENSG00000196967.10,37093019,37172692,chr19,-
ENSG00000164111.14,121668027,121696995,chr4,-
ENSG00000057019.15,98795941,98901689,chr3,-
ENSG00000269110.1,20580000,20661593,chr19,-
ENSG00000205678.7,64279755,64409468,chr4,-
ENSG00000183785.14,18110793,18146554,chr22,+
ENSG00000089123.15,13389392,13638903,chr20,-
ENSG00000149557.12,125445753,125496310,chr11,-
ENSG00000126391.13,65386637,65413525,chr11,+
ENSG00000139437.17,109900609,109917860,chr12,+
ENSG00000111481.9,54325127,54351849,chr12,+
ENSG00000162191.13,62676499,62679090,chr11,-
chr15:72217000,72217452,72218942,chr15,+
ENSG00000075035.9,108129590,108250119,chr12,+
ENSG00000170144.20,177212749,177219865,chr2,+
ENSG00000165916.8,47418769,47426259,chr11,-
ENSG00000128891.15,40561981,40565052,chr15,-
ENSG00000203879.11,154437164,154443467,chrX,+
chr11:62796000,62796106,62798143,chr11,+
ENSG00000168096.14,4696512,4734264,chr16,-
ENSG00000137996.12,100266216,100291771,chr1,+
ENSG00000204977.9,49997059,50013168,chr13,+
ENSG00000171174.13,27781523,27890366,chr2,-
ENSG00000153310.19,129841470,130016697,chr8,-
ENSG00000181072.11,136869085,137020255,chr7,+
ENSG00000156469.8,96239424,96261588,chr8,-
ENSG00000166333.13,6603744,6610874,chr11,+
ENSG00000257921.5,57772120,57796734,chr12,+
ENSG00000145833.15,134758781,134829296,chr5,+
ENSG00000165121.11,85805359,85849722,chr9,+
ENSG00000124795.14,18225025,18264541,chr6,-
ENSG00000197993.7,142956439,142962327,chr7,-
ENSG00000159352.15,151259063,151267466,chr1,+
ENSG00000166012.16,93730200,93741495,chr11,-
ENSG00000185187.12,405716,414989,chr11,-
ENSG00000164266.10,147824572,147831635,chr5,-
ENSG00000139546.10,53501306,53506431,chr12,+
ENSG00000187758.7,99276367,99291028,chr4,-
ENSG00000105290.11,35868563,35879791,chr19,+
ENSG00000168066.20,64765778,64778507,chr11,-
ENSG00000130695.14,26254578,26278807,chr1,+
ENSG00000141337.12,68291495,68360141,chr17,+
ENSG00000107643.15,48306655,48435877,chr10,+
ENSG00000205629.11,25111745,25178198,chr16,+
ENSG00000220804.8,242088679,242160153,chr2,+
ENSG00000105664.10,18786776,18791314,chr19,-
chr21:31627000_ENSG00000230870.2,31627013,31628641,chr21,-
ENSG00000188529.14,23970975,23980296,chr1,-
chr10:70139000,70139208,70146676,chr10,-
ENSG00000140326.12,42723562,42737126,chr15,-
ENSG00000073578.16,218318,256679,chr5,+
ENSG00000130731.15,634430,636358,chr16,-
ENSG00000077080.9,100645639,100656461,chr7,-
ENSG00000196923.13,177490246,177497586,chr5,-
ENSG00000087053.18,95834089,95924107,chr11,-
ENSG00000108523.15,4940299,4945172,chr17,+
ENSG00000090060.17,96502412,96531725,chr14,+
ENSG00000089723.9,94026329,94048290,chr14,+
ENSG00000142230.11,47130889,47210191,chr19,+
ENSG00000159176.13,201483530,201507123,chr1,-
ENSG00000149743.13,64223833,64226254,chr11,-
chr14:90331000,90331173,90331969,chr14,-
ENSG00000180881.19,75277211,75390928,chr12,-
ENSG00000145736.14,71035582,71067689,chr5,-
ENSG00000261215.1,34661903,34666112,chr9,-
ENSG00000116147.16,175337640,175743616,chr1,-
ENSG00000166455.13,81053193,81077267,chr16,-
ENSG00000126088.13,45012252,45015575,chr1,+
ENSG00000116016.13,46297764,46380398,chr2,+
ENSG00000120925.15,42861330,42896723,chr8,-
ENSG00000162627.16,98661701,98760500,chr1,+
chr20:35001000,35001243,35002436,chr20,+
ENSG00000182087.12,1009651,1021179,chr19,-
ENSG00000114062.18,25339106,25439056,chr15,-
ENSG00000237886.1,136546173,136549744,chr9,+
ENSG00000118197.13,200640811,200669907,chr1,-
ENSG00000145020.15,49416775,49422529,chr3,-
ENSG00000061273.17,47782722,47784922,chr12,-
ENSG00000108179.13,79347469,79354710,chr10,+
ENSG00000089060.11,113298777,113335122,chr12,-
ENSG00000123240.16,13100173,13136923,chr10,+
ENSG00000115216.13,27428640,27442259,chr2,+
ENSG00000152256.13,172556007,172598830,chr2,+
ENSG00000096746.17,68332075,68342272,chr10,+
ENSG00000120868.13,98645141,98732566,chr12,+
ENSG00000155269.11,8592756,8619761,chr4,+
ENSG00000143437.20,150810094,150876708,chr1,-
ENSG00000102103.15,48897931,48903084,chrX,+
ENSG00000107862.4,102245532,102362599,chr10,+
ENSG00000103811.15,78921765,78945091,chr15,-
ENSG00000136933.16,125200542,125234055,chr9,+
ENSG00000154743.17,12484491,12539623,chr3,+
ENSG00000106538.9,150338317,150341674,chr7,-
ENSG00000115307.16,74526652,74529774,chr2,-
ENSG00000213934.6,5248271,5254811,chr11,-
ENSG00000188554.13,43171214,43210853,chr17,+
ENSG00000103496.14,31033095,31040168,chr16,+
ENSG00000113387.11,32585571,32601342,chr5,+
ENSG00000119977.20,95663877,95693899,chr10,-
ENSG00000178980.14,47778709,47784681,chr19,+
ENSG00000084754.10,26190869,26195169,chr2,-
ENSG00000142173.14,46098119,46132849,chr21,+
ENSG00000122591.11,22941269,23014074,chr7,-
ENSG00000257017.8,72054626,72061055,chr16,+
ENSG00000144840.8,120689547,120742537,chr3,-
ENSG00000165915.13,47410085,47416501,chr11,+
ENSG00000267383.6,20124788,20238460,chr19,-
ENSG00000152795.17,82424629,82429441,chr4,-
ENSG00000025434.18,47248907,47268838,chr11,+
ENSG00000005882.11,50094737,50106256,chr17,+
ENSG00000184584.12,139475964,139482351,chr5,-
ENSG00000197958.12,127447674,127451373,chr9,-
ENSG00000060339.13,68721239,68771301,chr10,+
ENSG00000119927.13,112149864,112215377,chr10,-
ENSG00000063127.15,49289638,49340303,chr19,-
ENSG00000174943.9,29906336,29926236,chr16,-
ENSG00000137776.16,58894158,58933653,chr15,-
ENSG00000213996.12,19264366,19273256,chr19,-
ENSG00000173898.11,66685252,66690358,chr11,-
chr7:99558000,99558422,99558861,chr7,+
ENSG00000140374.15,76216321,76311466,chr15,-
ENSG00000139625.12,53480253,53499458,chr12,-
ENSG00000100401.19,41245611,41285905,chr22,-
ENSG00000101290.13,5127009,5190457,chr20,+
ENSG00000156170.12,94895767,94989188,chr8,+
ENSG00000121310.16,52896232,52921785,chr1,-
ENSG00000147140.15,71283633,71301168,chrX,+
ENSG00000104886.11,2230084,2236330,chr19,-
ENSG00000159346.12,202940826,202958285,chr1,-
ENSG00000272647.2,99558669,99610813,chr7,+
ENSG00000125991.19,35542038,35557634,chr20,+
ENSG00000114686.8,131462212,131502969,chr3,-
ENSG00000163635.17,63967807,63996636,chr3,+
ENSG00000113643.8,168486451,168519299,chr5,+
ENSG00000164733.20,11842524,11868118,chr8,-
ENSG00000131462.7,42609676,42615221,chr17,+
ENSG00000164440.14,139159164,139292139,chr6,-
ENSG00000089157.15,120196702,120201085,chr12,-
ENSG00000152422.15,83077570,83353758,chr5,+
ENSG00000151150.21,60029690,60114246,chr10,-
ENSG00000054118.13,36224416,36304569,chr1,+
ENSG00000244687.11,50081124,50115959,chr20,-
ENSG00000167460.14,16067700,16101606,chr19,+
ENSG00000198668.10,90398262,90405607,chr14,+
chr3:5187000,5187646,5189141,chr3,+
ENSG00000214087.8,81681187,81683781,chr17,-
chr3:8684000,8684787,8688142,chr3,-
ENSG00000099949.18,20982297,20999038,chr22,+
ENSG00000135218.17,80638643,80677008,chr7,+
chr12:130976000_ENSG00000280200.1,130976755,130979346,chr12,+
ENSG00000213199.7,151048688,151052754,chr7,+
ENSG00000198171.12,3190520,3204685,chr20,-
ENSG00000041357.15,78540444,78549204,chr15,+
ENSG00000138758.11,76949751,77040152,chr4,+
ENSG00000117266.15,205504596,205532793,chr1,+
ENSG00000137171.14,43065392,43071211,chr6,+
ENSG00000165810.16,181040266,181055316,chr5,+
chr17:31534000,31534892,31538217,chr17,+
ENSG00000102978.12,57462676,57471699,chr16,+
ENSG00000136153.19,75760659,75858487,chr13,+
ENSG00000100564.8,67589534,67600268,chr14,-
ENSG00000100564.8,67589311,67600268,chr14,-
chr8:143599000,143599542,143600315,chr8,+
ENSG00000164054.15,48467876,48504129,chr3,-
ENSG00000223756.6,3380961,3398090,chr11,+
ENSG00000123338.12,54497711,54543110,chr12,+
ENSG00000106052.13,27740142,27833296,chr7,+
ENSG00000138286.14,73168096,73235481,chr10,+
ENSG00000064601.16,45891322,45898786,chr20,+
ENSG00000157326.18,23953734,23967683,chr14,+
ENSG00000129657.14,77141386,77217101,chr17,+
ENSG00000121690.10,33015911,33033582,chr11,+
ENSG00000088727.12,47275228,47282577,chr3,-
ENSG00000248643.5,66616582,66646452,chr11,+
ENSG00000139644.12,49741557,49764934,chr12,+
ENSG00000166037.10,95790498,95815550,chr11,+
ENSG00000117899.10,80947329,80989828,chr15,-
ENSG00000072778.19,7219908,7225213,chr17,+
ENSG00000184313.19,54651945,54671248,chr1,+
ENSG00000131408.13,50376469,50382982,chr19,+
ENSG00000163995.19,7965329,8158832,chr4,-
ENSG00000162877.12,205828022,205850117,chr1,-
ENSG00000106853.18,111548561,111599407,chr9,-
ENSG00000134202.10,109735656,109740301,chr1,-
ENSG00000116793.15,113697205,113759489,chr1,-
ENSG00000165912.15,47177525,47186443,chr11,-
chr19:50663000,50663170,50663941,chr19,+
chr1:7013000,7013210,7014313,chr1,-
ENSG00000182718.16,60347332,60398001,chr15,-
ENSG00000129474.15,22971815,22977737,chr14,-
ENSG00000174808.11,74744759,74770156,chr4,-
ENSG00000203711.11,158869939,158910352,chr6,+
ENSG00000166598.14,103930410,103947927,chr12,+
ENSG00000138801.8,107613666,107720117,chr4,-
chr3:38138000,38138552,38142423,chr3,+
ENSG00000072864.14,15650247,15732993,chr16,+
ENSG00000157107.13,72956066,73058727,chr5,+
chr2:118096000,118096418,118097393,chr2,+
ENSG00000196924.14,154348530,154353169,chrX,-
ENSG00000106524.8,16599776,16645662,chr7,-
ENSG00000167658.15,3976056,3985463,chr19,-
ENSG00000160410.14,40577158,40591396,chr19,+
ENSG00000128482.15,19411125,19417276,chr17,+
ENSG00000225872.3,35788496,35797902,chr19,-
ENSG00000042493.15,85395164,85414074,chr2,-
ENSG00000123159.15,14477764,14496149,chr19,-
ENSG00000101361.16,2652632,2657218,chr20,+
ENSG00000117481.10,46340820,46364160,chr1,+
ENSG00000137776.16,58879045,58933653,chr15,-
ENSG00000149823.8,65096214,65111707,chr11,+
ENSG00000175221.14,867963,893218,chr19,-
ENSG00000114107.8,138499884,138594319,chr3,-
ENSG00000103365.15,23466162,23510494,chr16,-
ENSG00000237491.8,785782,787672,chr1,+
ENSG00000235106.9,134025486,134037034,chr9,+
ENSG00000178385.14,207827128,208025560,chr2,-
ENSG00000205937.11,2261185,2268095,chr16,-
ENSG00000130299.16,17337544,17341664,chr19,+
ENSG00000164111.14,121668027,121696995,chr4,-
ENSG00000111142.13,95474150,95514780,chr12,+
ENSG00000163702.18,9917098,9929345,chr3,+
ENSG00000162236.11,62806897,62832041,chr11,-
ENSG00000123240.16,13100163,13137303,chr10,+
ENSG00000187134.13,4963789,4977950,chr10,+
ENSG00000149131.15,57597683,57614853,chr11,+
ENSG00000089693.10,6747996,6753117,chr12,-
ENSG00000163001.11,55519690,55535914,chr2,+
ENSG00000108639.7,78168594,78172719,chr17,+
ENSG00000131051.22,35704326,35742312,chr20,-
ENSG00000161016.17,144789769,144792420,chr8,-
ENSG00000104915.14,13144062,13150341,chr19,-
chr3:183635000,183635643,183637322,chr3,+
ENSG00000079332.14,70150204,70170523,chr10,-
ENSG00000161265.14,35742527,35745445,chr19,-
ENSG00000156831.7,125091844,125367118,chr8,+
ENSG00000283235.1,176172867,176185180,chr5,-
ENSG00000140382.14,77420902,77479604,chr15,+
ENSG00000120438.11,159778964,159789703,chr6,-
ENSG00000100968.13,24368020,24371816,chr14,+
ENSG00000003056.7,8940365,8949735,chr12,-
ENSG00000010278.12,6200385,6238271,chr12,+
ENSG00000091704.9,130380494,130388107,chr7,+
chr1:160068000,160069000,160070161,chr1,-
ENSG00000275023.4,38717424,38727171,chr17,+
ENSG00000116209.11,54031676,54053192,chr1,-
ENSG00000105223.19,40348690,40378483,chr19,+
ENSG00000164111.14,121668027,121696995,chr4,-
ENSG00000144381.16,197486586,197499879,chr2,-
ENSG00000113712.17,149498228,149551356,chr5,-
ENSG00000147168.12,71108662,71111606,chrX,-
ENSG00000179295.17,112418909,112507046,chr12,+
ENSG00000096746.17,68332075,68343187,chr10,+
ENSG00000137996.12,100266216,100291771,chr1,+
ENSG00000160767.20,155252749,155255387,chr1,-
ENSG00000184967.6,132144448,132152473,chr12,+
ENSG00000133318.13,63681500,63759891,chr11,+
ENSG00000135931.17,231270532,231373895,chr2,+
chr16:2970000,2970876,2973482,chr16,-
ENSG00000113492.13,34998101,35047935,chr5,-
ENSG00000139793.18,97222355,97394120,chr13,+
ENSG00000109083.13,28328325,28335489,chr17,-
ENSG00000143469.18,209938174,210162967,chr1,+
ENSG00000117308.14,23795599,23800773,chr1,-
ENSG00000022267.16,136197053,136210067,chrX,+
ENSG00000140526.17,89088482,89197826,chr15,+
ENSG00000130731.15,634429,636358,chr16,-
ENSG00000203326.11,53365713,53385117,chr19,+
ENSG00000090273.13,26921726,26946395,chr1,+
ENSG00000186340.14,169215780,169253832,chr6,-
chr17:50478000,50478800,50483061,chr17,+
ENSG00000132693.12,159712289,159714589,chr1,-
ENSG00000131370.15,15254853,15332556,chr3,-
ENSG00000117448.13,45550804,45570048,chr1,+
ENSG00000100462.15,22920525,22929394,chr14,-
ENSG00000117395.12,43164346,43172148,chr1,-
ENSG00000140983.13,668124,674174,chr16,+
ENSG00000169519.20,28108354,28333507,chr11,+
ENSG00000106105.13,30594884,30634033,chr7,+
ENSG00000134240.11,119748384,119768905,chr1,-
ENSG00000160172.10,67791784,67805336,chr11,-
ENSG00000196295.11,30516975,30568994,chr7,-
ENSG00000104375.15,98594693,98825681,chr8,-
ENSG00000152556.15,48122647,48146004,chr12,+
ENSG00000163631.16,73404289,73421256,chr4,+
ENSG00000164024.11,98995721,99061519,chr4,+
ENSG00000106066.14,28995634,29146537,chr7,-
ENSG00000147140.15,71283653,71300641,chrX,+
ENSG00000159409.14,151706669,151716814,chr1,-
ENSG00000256269.7,119084888,119093533,chr11,+
ENSG00000239521.7,100209031,100223943,chr7,-
ENSG00000267360.6,37165383,37210549,chr19,-
ENSG00000136856.17,127397155,127407652,chr9,+
ENSG00000105202.8,39834458,39846342,chr19,-
ENSG00000213339.8,10701451,10713365,chr19,+
ENSG00000011143.16,58207562,58219305,chr17,-
ENSG00000182934.11,126265547,126268982,chr11,-
ENSG00000127720.7,82358529,82479236,chr12,+
ENSG00000149547.14,125569477,125584251,chr11,+
ENSG00000156219.16,76074710,76112791,chr4,+
ENSG00000115216.13,27429183,27442259,chr2,+
ENSG00000134371.10,193122017,193251428,chr1,+
ENSG00000168778.11,123671113,123708403,chr12,+
ENSG00000082153.17,200811910,200823846,chr2,+
ENSG00000164597.13,107202564,107480942,chr7,-
ENSG00000070610.14,35736866,35749228,chr9,-
ENSG00000240654.6,24309578,24322535,chr13,+
ENSG00000150760.12,126905456,127128096,chr10,+
ENSG00000115657.12,219209772,219218476,chr2,-
ENSG00000163110.14,94451942,94588216,chr4,+
ENSG00000168484.12,22161797,22164479,chr8,+
ENSG00000101246.19,63699456,63707996,chr20,-
ENSG00000136247.14,6577434,6588978,chr7,+
ENSG00000119801.12,30146963,30159551,chr2,+
ENSG00000011021.21,11806211,11830719,chr1,+
ENSG00000136104.19,50909791,50956502,chr13,+
ENSG00000157216.15,54226647,54413479,chr1,-
ENSG00000182718.16,60347332,60398001,chr15,-
ENSG00000149100.12,32583832,32604491,chr11,+
ENSG00000126803.9,64540741,64544300,chr14,+
ENSG00000155363.18,112674698,112700746,chr1,+
chr19:21850000,21850700,21852125,chr19,-
ENSG00000019582.14,150401637,150412769,chr5,-
ENSG00000104047.14,49621045,49643610,chr15,+
ENSG00000007392.16,188969,229463,chr16,-
ENSG00000130349.9,107028213,107051342,chr6,+
ENSG00000131148.8,85778624,85799540,chr16,-
ENSG00000077684.15,128809703,128874486,chr4,+
ENSG00000101182.14,62136735,62143440,chr20,-
ENSG00000139644.12,49741557,49763590,chr12,+
ENSG00000131115.15,44212538,44234955,chr19,+
ENSG00000244026.6,75422961,75435035,chr3,-
ENSG00000149925.17,30064739,30070380,chr16,+
ENSG00000274114.2,6657214,6693916,chr17,+
ENSG00000145191.12,184135365,184145311,chr3,+
chr16:86553000,86553722,86555052,chr16,-
ENSG00000182109.7,39522280,39546187,chr1,-
ENSG00000006194.9,3283506,3301493,chr16,+
ENSG00000145907.14,151771954,151805350,chr5,+
ENSG00000115677.16,241229212,241262781,chr2,-
ENSG00000032389.12,3188925,3377800,chr2,-
ENSG00000169347.16,20310751,20327507,chr16,-
ENSG00000122507.20,33129562,33605780,chr7,+
ENSG00000109971.13,123057489,123062207,chr11,-
ENSG00000146872.17,62479246,62565669,chr17,+
ENSG00000134490.13,23257164,23437959,chr18,-
ENSG00000105270.14,36014660,36032886,chr19,-
ENSG00000140416.19,63042751,63066092,chr15,+
ENSG00000137700.17,119024356,119030906,chr11,-
ENSG00000070081.15,17276765,17331859,chr11,+
ENSG00000108469.14,75626854,75667189,chr17,-
ENSG00000162600.11,58480719,58546800,chr1,-
ENSG00000137500.9,83261456,83285979,chr11,-
ENSG00000164885.12,151053812,151057894,chr7,-
ENSG00000093144.18,127288947,127343609,chr6,-
ENSG00000129467.13,24327947,24335093,chr14,-
ENSG00000163157.14,151169987,151176016,chr1,-
ENSG00000092841.18,56158358,56161587,chr12,+
ENSG00000143319.16,156721891,156728441,chr1,-
ENSG00000003509.15,37231663,37253549,chr2,+
ENSG00000197165.10,28591943,28597109,chr16,-
ENSG00000162542.13,19682240,19799940,chr1,-
ENSG00000146918.19,158631313,158704829,chr7,-
ENSG00000214765.8,45723788,45768964,chr7,-
